date,blood_type,demand
2023-03-31,o,403
2023-04-01,a,417
2023-04-01,ab,33
2023-04-01,b,400
2023-04-01,o,639
2023-04-02,a,908
2023-04-02,ab,55
2023-04-02,b,496
2023-04-02,o,866
2023-04-03,a,185
2023-04-03,ab,22
2023-04-03,b,218
2023-04-03,o,287
2023-04-04,a,251
2023-04-04,ab,46
2023-04-04,b,298
2023-04-04,o,428
2023-04-05,a,249
2023-04-05,ab,41
2023-04-05,b,229
2023-04-05,o,412
2023-04-06,a,355
2023-04-06,ab,54
2023-04-06,b,343
2023-04-06,o,564
2023-04-07,a,313
2023-04-07,ab,45
2023-04-07,b,283
2023-04-07,o,776
2023-04-08,a,435
2023-04-08,ab,75
2023-04-08,b,336
2023-04-08,o,627
2023-04-09,a,1050
2023-04-09,ab,109
2023-04-09,b,762
2023-04-09,o,1200
2023-04-10,a,209
2023-04-10,ab,42
2023-04-10,b,185
2023-04-10,o,299
2023-04-11,a,417
2023-04-11,ab,66
2023-04-11,b,374
2023-04-11,o,533
2023-04-12,a,342
2023-04-12,ab,71
2023-04-12,b,304
2023-04-12,o,525
2023-04-13,a,289
2023-04-13,ab,102
2023-04-13,b,342
2023-04-13,o,405
2023-04-14,a,300
2023-04-14,ab,69
2023-04-14,b,254
2023-04-14,o,389
2023-04-15,a,388
2023-04-15,ab,56
2023-04-15,b,388
2023-04-15,o,598
2023-04-16,a,754
2023-04-16,ab,131
2023-04-16,b,564
2023-04-16,o,1022
2023-04-17,a,309
2023-04-17,ab,56
2023-04-17,b,254
2023-04-17,o,401
2023-04-18,a,279
2023-04-18,ab,48
2023-04-18,b,260
2023-04-18,o,481
2023-04-19,a,306
2023-04-19,ab,49
2023-04-19,b,232
2023-04-19,o,438
2023-04-20,a,210
2023-04-20,ab,34
2023-04-20,b,191
2023-04-20,o,515
2023-04-21,a,78
2023-04-21,ab,14
2023-04-21,b,73
2023-04-21,o,122
2023-04-22,a,1
2023-04-22,ab,1
2023-04-22,b,1
2023-04-22,o,2
2023-04-23,a,67
2023-04-23,ab,11
2023-04-23,b,69
2023-04-23,o,122
2023-04-24,a,263
2023-04-24,ab,58
2023-04-24,b,200
2023-04-24,o,341
2023-04-25,a,282
2023-04-25,ab,44
2023-04-25,b,291
2023-04-25,o,573
2023-04-26,a,318
2023-04-26,ab,62
2023-04-26,b,311
2023-04-26,o,519
2023-04-27,a,354
2023-04-27,ab,75
2023-04-27,b,359
2023-04-27,o,580
2023-04-28,a,334
2023-04-28,ab,61
2023-04-28,b,253
2023-04-28,o,563
2023-04-29,a,439
2023-04-29,ab,84
2023-04-29,b,374
2023-04-29,o,656
2023-04-30,a,695
2023-04-30,ab,133
2023-04-30,b,508
2023-04-30,o,1070
2023-05-01,a,1306
2023-05-01,ab,222
2023-05-01,b,1118
2023-05-01,o,2063
2023-05-02,a,335
2023-05-02,ab,29
2023-05-02,b,191
2023-05-02,o,338
2023-05-03,a,312
2023-05-03,ab,65
2023-05-03,b,271
2023-05-03,o,532
2023-05-04,a,968
2023-05-04,ab,178
2023-05-04,b,616
2023-05-04,o,1383
2023-05-05,a,243
2023-05-05,ab,36
2023-05-05,b,182
2023-05-05,o,373
2023-05-06,a,414
2023-05-06,ab,80
2023-05-06,b,384
2023-05-06,o,661
2023-05-07,a,659
2023-05-07,ab,126
2023-05-07,b,534
2023-05-07,o,1183
2023-05-08,a,287
2023-05-08,ab,47
2023-05-08,b,248
2023-05-08,o,440
2023-05-09,a,375
2023-05-09,ab,55
2023-05-09,b,389
2023-05-09,o,584
2023-05-10,a,485
2023-05-10,ab,89
2023-05-10,b,416
2023-05-10,o,790
2023-05-11,a,408
2023-05-11,ab,138
2023-05-11,b,378
2023-05-11,o,666
2023-05-12,a,322
2023-05-12,ab,98
2023-05-12,b,283
2023-05-12,o,509
2023-05-13,a,489
2023-05-13,ab,64
2023-05-13,b,371
2023-05-13,o,676
2023-05-14,a,663
2023-05-14,ab,106
2023-05-14,b,474
2023-05-14,o,966
2023-05-15,a,372
2023-05-15,ab,71
2023-05-15,b,274
2023-05-15,o,423
2023-05-16,a,393
2023-05-16,ab,65
2023-05-16,b,368
2023-05-16,o,568
2023-05-17,a,398
2023-05-17,ab,81
2023-05-17,b,386
2023-05-17,o,783
2023-05-18,a,383
2023-05-18,ab,76
2023-05-18,b,350
2023-05-18,o,599
2023-05-19,a,354
2023-05-19,ab,55
2023-05-19,b,272
2023-05-19,o,607
2023-05-20,a,442
2023-05-20,ab,104
2023-05-20,b,408
2023-05-20,o,920
2023-05-21,a,888
2023-05-21,ab,121
2023-05-21,b,611
2023-05-21,o,1388
2023-05-22,a,323
2023-05-22,ab,51
2023-05-22,b,227
2023-05-22,o,561
2023-05-23,a,314
2023-05-23,ab,54
2023-05-23,b,285
2023-05-23,o,704
2023-05-24,a,437
2023-05-24,ab,82
2023-05-24,b,349
2023-05-24,o,735
2023-05-25,a,306
2023-05-25,ab,67
2023-05-25,b,334
2023-05-25,o,652
2023-05-26,a,281
2023-05-26,ab,48
2023-05-26,b,210
2023-05-26,o,490
2023-05-27,a,421
2023-05-27,ab,159
2023-05-27,b,428
2023-05-27,o,799
2023-05-28,a,544
2023-05-28,ab,123
2023-05-28,b,487
2023-05-28,o,1108
2023-05-29,a,292
2023-05-29,ab,51
2023-05-29,b,322
2023-05-29,o,610
2023-05-30,a,439
2023-05-30,ab,92
2023-05-30,b,449
2023-05-30,o,702
2023-05-31,a,455
2023-05-31,ab,92
2023-05-31,b,291
2023-05-31,o,744
2023-06-01,a,374
2023-06-01,ab,49
2023-06-01,b,290
2023-06-01,o,674
2023-06-02,a,418
2023-06-02,ab,45
2023-06-02,b,237
2023-06-02,o,450
2023-06-03,a,380
2023-06-03,ab,84
2023-06-03,b,345
2023-06-03,o,726
2023-06-04,a,559
2023-06-04,ab,134
2023-06-04,b,509
2023-06-04,o,1132
2023-06-05,a,513
2023-06-05,ab,91
2023-06-05,b,481
2023-06-05,o,887
2023-06-06,a,315
2023-06-06,ab,60
2023-06-06,b,323
2023-06-06,o,550
2023-06-07,a,475
2023-06-07,ab,175
2023-06-07,b,359
2023-06-07,o,744
2023-06-08,a,483
2023-06-08,ab,113
2023-06-08,b,471
2023-06-08,o,932
2023-06-09,a,373
2023-06-09,ab,86
2023-06-09,b,306
2023-06-09,o,612
2023-06-10,a,430
2023-06-10,ab,90
2023-06-10,b,466
2023-06-10,o,827
2023-06-11,a,798
2023-06-11,ab,180
2023-06-11,b,800
2023-06-11,o,1298
2023-06-12,a,377
2023-06-12,ab,74
2023-06-12,b,323
2023-06-12,o,633
2023-06-13,a,478
2023-06-13,ab,93
2023-06-13,b,496
2023-06-13,o,972
2023-06-14,a,921
2023-06-14,ab,185
2023-06-14,b,839
2023-06-14,o,1654
2023-06-15,a,406
2023-06-15,ab,73
2023-06-15,b,359
2023-06-15,o,892
2023-06-16,a,620
2023-06-16,ab,161
2023-06-16,b,570
2023-06-16,o,1067
2023-06-17,a,583
2023-06-17,ab,136
2023-06-17,b,510
2023-06-17,o,1048
2023-06-18,a,758
2023-06-18,ab,167
2023-06-18,b,785
2023-06-18,o,1628
2023-06-19,a,243
2023-06-19,ab,78
2023-06-19,b,282
2023-06-19,o,569
2023-06-20,a,381
2023-06-20,ab,81
2023-06-20,b,554
2023-06-20,o,627
2023-06-21,a,570
2023-06-21,ab,71
2023-06-21,b,567
2023-06-21,o,1004
2023-06-22,a,475
2023-06-22,ab,86
2023-06-22,b,436
2023-06-22,o,766
2023-06-23,a,369
2023-06-23,ab,60
2023-06-23,b,321
2023-06-23,o,675
2023-06-24,a,651
2023-06-24,ab,109
2023-06-24,b,549
2023-06-24,o,1068
2023-06-25,a,567
2023-06-25,ab,131
2023-06-25,b,547
2023-06-25,o,1158
2023-06-26,a,345
2023-06-26,ab,58
2023-06-26,b,291
2023-06-26,o,698
2023-06-27,a,672
2023-06-27,ab,45
2023-06-27,b,300
2023-06-27,o,696
2023-06-28,a,218
2023-06-28,ab,39
2023-06-28,b,179
2023-06-28,o,443
2023-06-29,a,194
2023-06-29,ab,14
2023-06-29,b,99
2023-06-29,o,259
2023-06-30,a,173
2023-06-30,ab,19
2023-06-30,b,198
2023-06-30,o,430
2023-07-01,a,371
2023-07-01,ab,39
2023-07-01,b,299
2023-07-01,o,608
2023-07-02,a,588
2023-07-02,ab,71
2023-07-02,b,424
2023-07-02,o,1002
2023-07-03,a,264
2023-07-03,ab,37
2023-07-03,b,280
2023-07-03,o,499
2023-07-04,a,340
2023-07-04,ab,67
2023-07-04,b,316
2023-07-04,o,731
2023-07-05,a,434
2023-07-05,ab,93
2023-07-05,b,376
2023-07-05,o,845
2023-07-06,a,429
2023-07-06,ab,79
2023-07-06,b,299
2023-07-06,o,855
2023-07-07,a,474
2023-07-07,ab,32
2023-07-07,b,253
2023-07-07,o,543
2023-07-08,a,452
2023-07-08,ab,78
2023-07-08,b,445
2023-07-08,o,876
2023-07-09,a,561
2023-07-09,ab,114
2023-07-09,b,457
2023-07-09,o,1964
2023-07-10,a,280
2023-07-10,ab,52
2023-07-10,b,242
2023-07-10,o,520
2023-07-11,a,362
2023-07-11,ab,126
2023-07-11,b,329
2023-07-11,o,747
2023-07-12,a,399
2023-07-12,ab,103
2023-07-12,b,350
2023-07-12,o,724
2023-07-13,a,292
2023-07-13,ab,81
2023-07-13,b,494
2023-07-13,o,657
2023-07-14,a,245
2023-07-14,ab,73
2023-07-14,b,237
2023-07-14,o,512
2023-07-15,a,348
2023-07-15,ab,108
2023-07-15,b,326
2023-07-15,o,909
2023-07-16,a,572
2023-07-16,ab,142
2023-07-16,b,382
2023-07-16,o,1111
2023-07-17,a,195
2023-07-17,ab,61
2023-07-17,b,248
2023-07-17,o,419
2023-07-18,a,379
2023-07-18,ab,112
2023-07-18,b,333
2023-07-18,o,751
2023-07-19,a,339
2023-07-19,ab,87
2023-07-19,b,379
2023-07-19,o,813
2023-07-20,a,332
2023-07-20,ab,89
2023-07-20,b,327
2023-07-20,o,580
2023-07-21,a,171
2023-07-21,ab,62
2023-07-21,b,156
2023-07-21,o,404
2023-07-22,a,435
2023-07-22,ab,129
2023-07-22,b,444
2023-07-22,o,780
2023-07-23,a,544
2023-07-23,ab,164
2023-07-23,b,523
2023-07-23,o,1008
2023-07-24,a,197
2023-07-24,ab,64
2023-07-24,b,202
2023-07-24,o,433
2023-07-25,a,387
2023-07-25,ab,90
2023-07-25,b,337
2023-07-25,o,609
2023-07-26,a,307
2023-07-26,ab,94
2023-07-26,b,268
2023-07-26,o,626
2023-07-27,a,241
2023-07-27,ab,83
2023-07-27,b,355
2023-07-27,o,541
2023-07-28,a,240
2023-07-28,ab,56
2023-07-28,b,249
2023-07-28,o,548
2023-07-29,a,322
2023-07-29,ab,81
2023-07-29,b,345
2023-07-29,o,749
2023-07-30,a,481
2023-07-30,ab,131
2023-07-30,b,526
2023-07-30,o,1021
2023-07-31,a,221
2023-07-31,ab,60
2023-07-31,b,218
2023-07-31,o,382
2023-08-01,a,280
2023-08-01,ab,75
2023-08-01,b,297
2023-08-01,o,544
2023-08-02,a,302
2023-08-02,ab,143
2023-08-02,b,394
2023-08-02,o,704
2023-08-03,a,263
2023-08-03,ab,67
2023-08-03,b,290
2023-08-03,o,504
2023-08-04,a,239
2023-08-04,ab,98
2023-08-04,b,545
2023-08-04,o,669
2023-08-05,a,750
2023-08-05,ab,128
2023-08-05,b,475
2023-08-05,o,898
2023-08-06,a,538
2023-08-06,ab,148
2023-08-06,b,656
2023-08-06,o,1076
2023-08-07,a,350
2023-08-07,ab,74
2023-08-07,b,233
2023-08-07,o,455
2023-08-08,a,358
2023-08-08,ab,88
2023-08-08,b,281
2023-08-08,o,589
2023-08-09,a,332
2023-08-09,ab,98
2023-08-09,b,344
2023-08-09,o,719
2023-08-10,a,322
2023-08-10,ab,114
2023-08-10,b,339
2023-08-10,o,715
2023-08-11,a,158
2023-08-11,ab,67
2023-08-11,b,182
2023-08-11,o,440
2023-08-12,a,212
2023-08-12,ab,77
2023-08-12,b,247
2023-08-12,o,477
2023-08-13,a,530
2023-08-13,ab,141
2023-08-13,b,525
2023-08-13,o,1194
2023-08-14,a,237
2023-08-14,ab,52
2023-08-14,b,258
2023-08-14,o,576
2023-08-15,a,355
2023-08-15,ab,71
2023-08-15,b,352
2023-08-15,o,861
2023-08-16,a,359
2023-08-16,ab,82
2023-08-16,b,498
2023-08-16,o,882
2023-08-17,a,382
2023-08-17,ab,94
2023-08-17,b,406
2023-08-17,o,768
2023-08-18,a,199
2023-08-18,ab,51
2023-08-18,b,253
2023-08-18,o,434
2023-08-19,a,296
2023-08-19,ab,71
2023-08-19,b,325
2023-08-19,o,673
2023-08-20,a,629
2023-08-20,ab,92
2023-08-20,b,635
2023-08-20,o,1084
2023-08-21,a,199
2023-08-21,ab,42
2023-08-21,b,168
2023-08-21,o,417
2023-08-22,a,318
2023-08-22,ab,103
2023-08-22,b,378
2023-08-22,o,647
2023-08-23,a,528
2023-08-23,ab,87
2023-08-23,b,747
2023-08-23,o,736
2023-08-24,a,331
2023-08-24,ab,93
2023-08-24,b,470
2023-08-24,o,855
2023-08-25,a,174
2023-08-25,ab,59
2023-08-25,b,221
2023-08-25,o,436
2023-08-26,a,347
2023-08-26,ab,77
2023-08-26,b,386
2023-08-26,o,696
2023-08-27,a,475
2023-08-27,ab,111
2023-08-27,b,524
2023-08-27,o,916
2023-08-28,a,457
2023-08-28,ab,61
2023-08-28,b,345
2023-08-28,o,469
2023-08-29,a,325
2023-08-29,ab,102
2023-08-29,b,390
2023-08-29,o,578
2023-08-30,a,352
2023-08-30,ab,94
2023-08-30,b,363
2023-08-30,o,644
2023-08-31,a,687
2023-08-31,ab,200
2023-08-31,b,638
2023-08-31,o,1454
2023-09-01,a,177
2023-09-01,ab,48
2023-09-01,b,207
2023-09-01,o,547
2023-09-02,a,206
2023-09-02,ab,71
2023-09-02,b,307
2023-09-02,o,589
2023-09-03,a,473
2023-09-03,ab,134
2023-09-03,b,528
2023-09-03,o,1189
2023-09-04,a,155
2023-09-04,ab,75
2023-09-04,b,219
2023-09-04,o,339
2023-09-05,a,252
2023-09-05,ab,77
2023-09-05,b,312
2023-09-05,o,563
2023-09-06,a,326
2023-09-06,ab,82
2023-09-06,b,331
2023-09-06,o,720
2023-09-07,a,373
2023-09-07,ab,147
2023-09-07,b,418
2023-09-07,o,611
2023-09-08,a,139
2023-09-08,ab,51
2023-09-08,b,201
2023-09-08,o,300
2023-09-09,a,348
2023-09-09,ab,122
2023-09-09,b,402
2023-09-09,o,727
2023-09-10,a,493
2023-09-10,ab,149
2023-09-10,b,579
2023-09-10,o,1034
2023-09-11,a,324
2023-09-11,ab,50
2023-09-11,b,291
2023-09-11,o,465
2023-09-12,a,330
2023-09-12,ab,88
2023-09-12,b,310
2023-09-12,o,581
2023-09-13,a,399
2023-09-13,ab,123
2023-09-13,b,460
2023-09-13,o,817
2023-09-14,a,310
2023-09-14,ab,130
2023-09-14,b,437
2023-09-14,o,734
2023-09-15,a,180
2023-09-15,ab,71
2023-09-15,b,238
2023-09-15,o,457
2023-09-16,a,527
2023-09-16,ab,187
2023-09-16,b,661
2023-09-16,o,946
2023-09-17,a,493
2023-09-17,ab,185
2023-09-17,b,756
2023-09-17,o,1199
2023-09-18,a,245
2023-09-18,ab,102
2023-09-18,b,321
2023-09-18,o,627
2023-09-19,a,459
2023-09-19,ab,144
2023-09-19,b,515
2023-09-19,o,901
2023-09-20,a,256
2023-09-20,ab,80
2023-09-20,b,443
2023-09-20,o,658
2023-09-21,a,459
2023-09-21,ab,173
2023-09-21,b,508
2023-09-21,o,786
2023-09-22,a,175
2023-09-22,ab,36
2023-09-22,b,198
2023-09-22,o,423
2023-09-23,a,379
2023-09-23,ab,116
2023-09-23,b,483
2023-09-23,o,783
2023-09-24,a,528
2023-09-24,ab,123
2023-09-24,b,579
2023-09-24,o,1219
2023-09-25,a,227
2023-09-25,ab,81
2023-09-25,b,314
2023-09-25,o,485
2023-09-26,a,283
2023-09-26,ab,87
2023-09-26,b,298
2023-09-26,o,450
2023-09-27,a,360
2023-09-27,ab,134
2023-09-27,b,413
2023-09-27,o,759
2023-09-28,a,431
2023-09-28,ab,100
2023-09-28,b,413
2023-09-28,o,755
2023-09-29,a,169
2023-09-29,ab,59
2023-09-29,b,225
2023-09-29,o,365
2023-09-30,a,302
2023-09-30,ab,101
2023-09-30,b,337
2023-09-30,o,471
2023-10-01,a,472
2023-10-01,ab,134
2023-10-01,b,581
2023-10-01,o,1008
2023-10-02,a,138
2023-10-02,ab,53
2023-10-02,b,228
2023-10-02,o,359
2023-10-03,a,258
2023-10-03,ab,89
2023-10-03,b,352
2023-10-03,o,565
2023-10-04,a,349
2023-10-04,ab,96
2023-10-04,b,444
2023-10-04,o,726
2023-10-05,a,317
2023-10-05,ab,94
2023-10-05,b,385
2023-10-05,o,596
2023-10-06,a,227
2023-10-06,ab,90
2023-10-06,b,266
2023-10-06,o,423
2023-10-07,a,385
2023-10-07,ab,103
2023-10-07,b,637
2023-10-07,o,613
2023-10-08,a,422
2023-10-08,ab,139
2023-10-08,b,529
2023-10-08,o,982
2023-10-09,a,224
2023-10-09,ab,73
2023-10-09,b,259
2023-10-09,o,391
2023-10-10,a,241
2023-10-10,ab,94
2023-10-10,b,360
2023-10-10,o,526
2023-10-11,a,294
2023-10-11,ab,107
2023-10-11,b,533
2023-10-11,o,590
2023-10-12,a,335
2023-10-12,ab,101
2023-10-12,b,498
2023-10-12,o,758
2023-10-13,a,167
2023-10-13,ab,45
2023-10-13,b,175
2023-10-13,o,362
2023-10-14,a,378
2023-10-14,ab,131
2023-10-14,b,442
2023-10-14,o,744
2023-10-15,a,504
2023-10-15,ab,175
2023-10-15,b,590
2023-10-15,o,914
2023-10-16,a,248
2023-10-16,ab,96
2023-10-16,b,387
2023-10-16,o,533
2023-10-17,a,268
2023-10-17,ab,108
2023-10-17,b,301
2023-10-17,o,515
2023-10-18,a,423
2023-10-18,ab,144
2023-10-18,b,529
2023-10-18,o,817
2023-10-19,a,314
2023-10-19,ab,122
2023-10-19,b,503
2023-10-19,o,702
2023-10-20,a,193
2023-10-20,ab,52
2023-10-20,b,229
2023-10-20,o,274
2023-10-21,a,328
2023-10-21,ab,137
2023-10-21,b,526
2023-10-21,o,735
2023-10-22,a,386
2023-10-22,ab,108
2023-10-22,b,516
2023-10-22,o,878
2023-10-23,a,200
2023-10-23,ab,46
2023-10-23,b,301
2023-10-23,o,353
2023-10-24,a,250
2023-10-24,ab,72
2023-10-24,b,289
2023-10-24,o,443
2023-10-25,a,245
2023-10-25,ab,85
2023-10-25,b,427
2023-10-25,o,1150
2023-10-26,a,338
2023-10-26,ab,104
2023-10-26,b,508
2023-10-26,o,589
2023-10-27,a,171
2023-10-27,ab,53
2023-10-27,b,327
2023-10-27,o,327
2023-10-28,a,401
2023-10-28,ab,61
2023-10-28,b,432
2023-10-28,o,606
2023-10-29,a,602
2023-10-29,ab,137
2023-10-29,b,658
2023-10-29,o,1020
2023-10-30,a,181
2023-10-30,ab,38
2023-10-30,b,306
2023-10-30,o,357
2023-10-31,a,392
2023-10-31,ab,46
2023-10-31,b,445
2023-10-31,o,643
2023-11-01,a,423
2023-11-01,ab,98
2023-11-01,b,476
2023-11-01,o,805
2023-11-02,a,348
2023-11-02,ab,86
2023-11-02,b,408
2023-11-02,o,508
2023-11-03,a,132
2023-11-03,ab,29
2023-11-03,b,195
2023-11-03,o,284
2023-11-04,a,402
2023-11-04,ab,118
2023-11-04,b,574
2023-11-04,o,670
2023-11-05,a,564
2023-11-05,ab,116
2023-11-05,b,756
2023-11-05,o,848
2023-11-06,a,170
2023-11-06,ab,58
2023-11-06,b,298
2023-11-06,o,314
2023-11-07,a,411
2023-11-07,ab,149
2023-11-07,b,587
2023-11-07,o,683
2023-11-08,a,320
2023-11-08,ab,85
2023-11-08,b,450
2023-11-08,o,518
2023-11-09,a,349
2023-11-09,ab,85
2023-11-09,b,455
2023-11-09,o,584
2023-11-10,a,128
2023-11-10,ab,37
2023-11-10,b,173
2023-11-10,o,205
2023-11-11,a,509
2023-11-11,ab,121
2023-11-11,b,710
2023-11-11,o,893
2023-11-12,a,436
2023-11-12,ab,110
2023-11-12,b,500
2023-11-12,o,715
2023-11-13,a,293
2023-11-13,ab,96
2023-11-13,b,442
2023-11-13,o,549
2023-11-14,a,196
2023-11-14,ab,83
2023-11-14,b,395
2023-11-14,o,463
2023-11-15,a,386
2023-11-15,ab,110
2023-11-15,b,552
2023-11-15,o,713
2023-11-16,a,309
2023-11-16,ab,106
2023-11-16,b,427
2023-11-16,o,493
2023-11-17,a,249
2023-11-17,ab,68
2023-11-17,b,260
2023-11-17,o,395
2023-11-18,a,320
2023-11-18,ab,109
2023-11-18,b,434
2023-11-18,o,479
2023-11-19,a,649
2023-11-19,ab,122
2023-11-19,b,833
2023-11-19,o,791
2023-11-20,a,234
2023-11-20,ab,73
2023-11-20,b,346
2023-11-20,o,361
2023-11-21,a,298
2023-11-21,ab,79
2023-11-21,b,398
2023-11-21,o,567
2023-11-22,a,325
2023-11-22,ab,84
2023-11-22,b,420
2023-11-22,o,444
2023-11-23,a,343
2023-11-23,ab,98
2023-11-23,b,857
2023-11-23,o,528
2023-11-24,a,219
2023-11-24,ab,31
2023-11-24,b,219
2023-11-24,o,306
2023-11-25,a,362
2023-11-25,ab,98
2023-11-25,b,490
2023-11-25,o,619
2023-11-26,a,572
2023-11-26,ab,118
2023-11-26,b,641
2023-11-26,o,788
2023-11-27,a,245
2023-11-27,ab,76
2023-11-27,b,294
2023-11-27,o,324
2023-11-28,a,288
2023-11-28,ab,82
2023-11-28,b,339
2023-11-28,o,456
2023-11-29,a,320
2023-11-29,ab,83
2023-11-29,b,495
2023-11-29,o,420
2023-11-30,a,320
2023-11-30,ab,71
2023-11-30,b,450
2023-11-30,o,583
2023-12-01,a,198
2023-12-01,ab,51
2023-12-01,b,337
2023-12-01,o,309
2023-12-02,a,291
2023-12-02,ab,85
2023-12-02,b,420
2023-12-02,o,532
2023-12-03,a,489
2023-12-03,ab,137
2023-12-03,b,617
2023-12-03,o,786
2023-12-04,a,211
2023-12-04,ab,65
2023-12-04,b,282
2023-12-04,o,345
2023-12-05,a,277
2023-12-05,ab,89
2023-12-05,b,371
2023-12-05,o,435
2023-12-06,a,336
2023-12-06,ab,110
2023-12-06,b,548
2023-12-06,o,631
2023-12-07,a,398
2023-12-07,ab,92
2023-12-07,b,590
2023-12-07,o,594
2023-12-08,a,174
2023-12-08,ab,46
2023-12-08,b,246
2023-12-08,o,286
2023-12-09,a,404
2023-12-09,ab,107
2023-12-09,b,450
2023-12-09,o,646
2023-12-10,a,682
2023-12-10,ab,167
2023-12-10,b,762
2023-12-10,o,844
2023-12-11,a,292
2023-12-11,ab,59
2023-12-11,b,407
2023-12-11,o,444
2023-12-12,a,317
2023-12-12,ab,81
2023-12-12,b,519
2023-12-12,o,577
2023-12-13,a,440
2023-12-13,ab,206
2023-12-13,b,542
2023-12-13,o,639
2023-12-14,a,363
2023-12-14,ab,107
2023-12-14,b,374
2023-12-14,o,544
2023-12-15,a,179
2023-12-15,ab,48
2023-12-15,b,276
2023-12-15,o,279
2023-12-16,a,373
2023-12-16,ab,96
2023-12-16,b,445
2023-12-16,o,517
2023-12-17,a,459
2023-12-17,ab,109
2023-12-17,b,736
2023-12-17,o,793
2023-12-18,a,267
2023-12-18,ab,61
2023-12-18,b,297
2023-12-18,o,360
2023-12-19,a,318
2023-12-19,ab,66
2023-12-19,b,390
2023-12-19,o,579
2023-12-20,a,364
2023-12-20,ab,102
2023-12-20,b,606
2023-12-20,o,539
2023-12-21,a,278
2023-12-21,ab,100
2023-12-21,b,399
2023-12-21,o,488
2023-12-22,a,240
2023-12-22,ab,71
2023-12-22,b,314
2023-12-22,o,342
2023-12-23,a,290
2023-12-23,ab,90
2023-12-23,b,434
2023-12-23,o,446
2023-12-24,a,398
2023-12-24,ab,91
2023-12-24,b,467
2023-12-24,o,754
2023-12-25,a,446
2023-12-25,ab,141
2023-12-25,b,509
2023-12-25,o,651
2023-12-26,a,291
2023-12-26,ab,60
2023-12-26,b,331
2023-12-26,o,370
2023-12-27,a,348
2023-12-27,ab,140
2023-12-27,b,474
2023-12-27,o,544
2023-12-28,a,402
2023-12-28,ab,85
2023-12-28,b,484
2023-12-28,o,590
2023-12-29,a,336
2023-12-29,ab,75
2023-12-29,b,472
2023-12-29,o,511
2023-12-30,a,370
2023-12-30,ab,112
2023-12-30,b,575
2023-12-30,o,600
2023-12-31,a,511
2023-12-31,ab,150
2023-12-31,b,730
2023-12-31,o,813
2024-01-01,a,582
2024-01-01,ab,119
2024-01-01,b,709
2024-01-01,o,823
2024-01-02,a,253
2024-01-02,ab,55
2024-01-02,b,309
2024-01-02,o,273
2024-01-03,a,262
2024-01-03,ab,70
2024-01-03,b,324
2024-01-03,o,391
2024-01-04,a,379
2024-01-04,ab,95
2024-01-04,b,419
2024-01-04,o,425
2024-01-05,a,265
2024-01-05,ab,65
2024-01-05,b,380
2024-01-05,o,320
2024-01-06,a,437
2024-01-06,ab,227
2024-01-06,b,571
2024-01-06,o,575
2024-01-07,a,651
2024-01-07,ab,126
2024-01-07,b,759
2024-01-07,o,830
2024-01-08,a,272
2024-01-08,ab,75
2024-01-08,b,567
2024-01-08,o,386
2024-01-09,a,352
2024-01-09,ab,76
2024-01-09,b,409
2024-01-09,o,501
2024-01-10,a,324
2024-01-10,ab,71
2024-01-10,b,641
2024-01-10,o,527
2024-01-11,a,453
2024-01-11,ab,96
2024-01-11,b,588
2024-01-11,o,614
2024-01-12,a,299
2024-01-12,ab,75
2024-01-12,b,334
2024-01-12,o,442
2024-01-13,a,407
2024-01-13,ab,96
2024-01-13,b,548
2024-01-13,o,741
2024-01-14,a,620
2024-01-14,ab,128
2024-01-14,b,796
2024-01-14,o,862
2024-01-15,a,282
2024-01-15,ab,62
2024-01-15,b,327
2024-01-15,o,389
2024-01-16,a,333
2024-01-16,ab,107
2024-01-16,b,473
2024-01-16,o,560
2024-01-17,a,417
2024-01-17,ab,109
2024-01-17,b,535
2024-01-17,o,754
2024-01-18,a,389
2024-01-18,ab,102
2024-01-18,b,584
2024-01-18,o,553
2024-01-19,a,275
2024-01-19,ab,51
2024-01-19,b,326
2024-01-19,o,387
2024-01-20,a,421
2024-01-20,ab,131
2024-01-20,b,443
2024-01-20,o,819
2024-01-21,a,576
2024-01-21,ab,111
2024-01-21,b,745
2024-01-21,o,949
2024-01-22,a,217
2024-01-22,ab,37
2024-01-22,b,258
2024-01-22,o,386
2024-01-23,a,360
2024-01-23,ab,73
2024-01-23,b,479
2024-01-23,o,558
2024-01-24,a,353
2024-01-24,ab,73
2024-01-24,b,521
2024-01-24,o,525
2024-01-25,a,746
2024-01-25,ab,104
2024-01-25,b,1157
2024-01-25,o,1188
2024-01-26,a,220
2024-01-26,ab,22
2024-01-26,b,237
2024-01-26,o,352
2024-01-27,a,402
2024-01-27,ab,68
2024-01-27,b,392
2024-01-27,o,586
2024-01-28,a,618
2024-01-28,ab,104
2024-01-28,b,734
2024-01-28,o,855
2024-01-29,a,283
2024-01-29,ab,46
2024-01-29,b,303
2024-01-29,o,406
2024-01-30,a,325
2024-01-30,ab,51
2024-01-30,b,412
2024-01-30,o,489
2024-01-31,a,412
2024-01-31,ab,71
2024-01-31,b,453
2024-01-31,o,520
2024-02-01,a,423
2024-02-01,ab,60
2024-02-01,b,464
2024-02-01,o,546
2024-02-02,a,220
2024-02-02,ab,27
2024-02-02,b,212
2024-02-02,o,218
2024-02-03,a,802
2024-02-03,ab,98
2024-02-03,b,528
2024-02-03,o,615
2024-02-04,a,486
2024-02-04,ab,104
2024-02-04,b,667
